term_str,n,n_chars,p,s,i,h
vessels,1,7,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
qualifications,1,14,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
mitosis,1,7,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
moneywhat,1,9,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
relocated,1,9,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
earshot,1,7,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
dinametichemphemital,1,20,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
simulation,1,10,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
capper,1,6,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
bims,1,4,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
noite,1,5,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
smartie,1,7,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
forgo,1,5,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
moderator,1,9,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
alphabetically,1,14,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
mandarin,1,8,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
cuppy,1,5,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
waterford,1,9,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
peabodys,1,8,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
zealand,1,7,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
clambakes,1,9,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
spinningyahtzee,1,15,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
excommunicated,1,14,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
laggooning,1,10,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
odonnell,1,8,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
lazovic,1,7,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
housebroken,1,11,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
roundtree,1,9,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
eschew,1,6,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
jest,1,4,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
adverts,1,7,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
musings,1,7,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
subliminal,1,10,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
mucous,1,6,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
kinnock,1,7,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
sacrosanct,1,10,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
impetuousness,1,13,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
digitaldans,1,11,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
icing,1,5,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
corrupting,1,10,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
mahlers,1,7,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
shopper,1,7,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
overcoat,1,8,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
fluently,1,8,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
laptops,1,7,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
slurred,1,7,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
seventeens,1,10,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
busters,1,7,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
grain,1,5,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
horrific,1,8,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
jennings,1,8,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
slipper,1,7,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
excelsis,1,8,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
clashes,1,7,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
nursed,1,6,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
roux,1,4,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
acquaint,1,8,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
authenticate,1,12,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
quo,1,3,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
flaccid,1,7,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
sliced,1,6,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
brunching,1,9,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
translator,1,10,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
hark,1,4,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
cryers,1,6,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
springfield,1,11,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
yuppies,1,7,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
chaperoning,1,11,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
heartsick,1,9,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
drowning,1,8,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
impossibility,1,13,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
reprinting,1,10,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
stalkery,1,8,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
hun,1,3,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
rancid,1,6,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
1120s,1,5,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
auguste,1,7,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
applause,1,8,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
tushie,1,6,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
prouder,1,7,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
cesspool,1,8,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
musketeers,1,10,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
yeswell,1,7,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
dirtier,1,7,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
fatherhood,1,10,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
exasperated,1,11,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
sorta,1,5,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
chickadee,1,9,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
hittin,1,6,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
petticoats,1,10,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
clucker,1,7,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
ports,1,5,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
jongg,1,5,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
squeakmasters,1,13,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
ecclesiastes,1,12,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
nomad,1,5,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
pendant,1,7,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
carelessly,1,10,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
imogene,1,7,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
destry,1,6,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
substitutes,1,11,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
mollys,1,6,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
fete,1,4,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
abstentions,1,11,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
quails,1,6,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
untitled,1,8,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
mantle,1,6,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
fttteotd,1,8,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
aspired,1,7,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
bethany,1,7,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
contributor,1,11,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
faithfull,1,9,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
letterage,1,9,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
theology,1,8,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
ampm,1,4,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
alternates,1,10,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
ewan,1,4,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
sciencificity,1,13,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
whiff,1,5,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
climates,1,8,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
mirabelle,1,9,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
jonas,1,5,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
welt,1,4,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
lightest,1,8,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
discrepancy,1,11,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
manifestations,1,14,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
tuscan,1,6,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
streamlined,1,11,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
duprees,1,7,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
coulier,1,7,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
carb,1,4,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
customarily,1,11,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
tribunals,1,9,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
smirking,1,8,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
ops,1,3,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
clarifications,1,14,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
extemporaneous,1,14,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
minstrel,1,8,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
loneliest,1,9,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
savior,1,6,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
kabbalah,1,8,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
climactic,1,9,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
afloat,1,6,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
introduction,1,12,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
powter,1,6,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
saltine,1,7,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
harmful,1,7,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
sobbing,1,7,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
trainings,1,9,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
broadmouth,1,10,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
kabibble,1,8,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
sprang,1,6,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
dre,1,3,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
gardenias,1,9,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
1991,1,4,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
unturned,1,8,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
instated,1,8,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
thwap,1,5,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
broderick,1,9,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
paleozoic,1,9,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
doormen,1,7,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
pardonne,1,8,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
nigel,1,5,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
sawyer,1,6,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
depressive,1,10,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
robertson,1,9,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
tex,1,3,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
agony,1,5,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
lactation,1,9,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
eyeliner,1,8,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
limburger,1,9,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
urinates,1,8,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
cruz,1,4,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
nordic,1,6,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
workaholic,1,10,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
hospice,1,7,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
detention,1,9,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
fugu,1,4,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
honeymoons,1,10,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
rigging,1,7,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
characteristics,1,15,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
datebook,1,8,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
wowsie,1,6,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
rainy,1,5,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
xtc,1,3,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
impermeably,1,11,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
hammerhead,1,10,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
mullets,1,7,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
bunyan,1,6,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
stomps,1,6,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
innermost,1,9,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
gorge,1,5,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
siege,1,5,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
lizlucky,1,8,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
squirrels,1,9,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
1952,1,4,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
kowloon,1,7,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
muscat,1,6,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
patronize,1,9,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
shelfmakers,1,11,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
tangerinarama,1,13,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
rises,1,5,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
composed,1,8,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
bearers,1,7,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
speculate,1,9,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
fins,1,4,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
undefined,1,9,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
haydens,1,7,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
paprika,1,7,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
psyche,1,6,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
rawr,1,4,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
sugarman,1,8,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
outselling,1,10,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
sawbuck,1,7,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
mots,1,4,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
phoned,1,6,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
screwdrivers,1,12,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
tiene,1,5,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
rapper,1,6,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
hmph,1,4,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
creaks,1,6,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
threaded,1,8,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
bach,1,4,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
tangent,1,7,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
richer,1,6,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
carolinas,1,9,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
behead,1,6,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
kennebunkport,1,13,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
camaraderie,1,11,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
calvin,1,6,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
ketchum,1,7,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
expletives,1,10,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
overhang,1,8,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
girlfriendboyfriend,1,19,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
gawky,1,5,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
blanking,1,8,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
planetarium,1,11,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
potassium,1,9,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
flowery,1,7,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
dissatisfaction,1,15,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
prods,1,5,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
huey,1,4,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
bordering,1,9,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
charred,1,7,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
straighta,1,9,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
untrue,1,6,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
platters,1,8,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
sixte,1,5,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
envious,1,7,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
dante,1,5,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
mcdowell,1,8,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
accessible,1,10,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
intentioned,1,11,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
patricks,1,8,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
microsoftim,1,11,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
sedan,1,5,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
validating,1,10,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
adoptive,1,8,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
arise,1,5,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
wines,1,5,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
tonto,1,5,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
forcibly,1,8,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
margies,1,7,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
etching,1,7,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
everetts,1,8,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
appreciating,1,12,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
weekday,1,7,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
venez,1,5,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
whims,1,5,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
coupes,1,6,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
bons,1,4,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
philistine,1,10,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
kwai,1,4,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
tosh,1,4,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
gnawing,1,7,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
indlers,1,7,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
connec,1,6,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
nonunion,1,8,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
xj8,1,3,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
coppertone,1,10,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
sneaked,1,7,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
arithmetic,1,10,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
hurdling,1,8,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
sentries,1,8,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
alienate,1,8,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
unstable,1,8,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
wrinkly,1,7,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
stepson,1,7,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
teensiest,1,9,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
cosmetics,1,9,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
evite,1,5,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
mopping,1,7,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
whimper,1,7,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
enforce,1,7,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
sacking,1,7,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
luca,1,4,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
fett,1,4,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
coffeed,1,7,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
wobbling,1,8,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
prenatal,1,8,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
accordingly,1,11,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
deductibles,1,11,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
golde,1,5,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
immeasurably,1,12,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
terriers,1,8,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
multitask,1,9,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
orifice,1,7,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
lowering,1,8,9.272868051724058e-07,1078415.0,20.040481037977273,1.8583273635824125e-05
